chapter#	sectionfloat	isextra	paragraph
12	0.285714	0	Egy részfeladat-megosztást tartalmazó HFH-tervkészítő sokkal hatékonyabb megoldásokat készíthet, mert a sin kiszámításának számos lépésére választhatja a tan meglévő lépéseit. A legtöbb fordító nem alkalmazza ezt a fajta procedúrák közötti megosztást, mert az összes lehetséges megosztott terv figyelembevétele túl sok időt venne igénybe. Ehelyett a legtöbb fordító minden résztervet függetlenül készít el, majd esetleg módosítja az eredményt egy optimalizáló használatával.
5	0.818182	1	Kényszerkielégítési probléma: A lehetséges állapotokat nem egy kiinduló állapotból adott műveletekkel elérhető állapotokként fogalmazzuk meg, hanem tetszőleges olyan állapotokként, amelyekre adott feltételek (kényszerek) teljesülnek.
15	0.814815	0	Az útköltség ezen definíciója mellett, a legrövidebb út megtalálása pontosan megegyezik a legvalószínűbb szósorozat megtalálásával. A keresés hatékonyságához egy jó h(w[i]) heurisztika is szükséges a szósorozat befejezéséhez szükséges költség megbecslésére. Nyilvánvalóan ennek főként a beszédjelnek ahhoz a részéhez kell kapcsolódnia, amit a jelenlegi úton fekvő szavak még nem fedtek le. Eddig még nem született különösebben érdekes heurisztika erre a problémára.
7	0.92	1	Kielégíthető, mert Nagy = igaz, Hallgatag = hamis modellje a mondatnak (((igaz ^ hamis) V ¬hamis) = ((igaz ^ hamis) V igaz) = (hamis V igaz) = igaz), de nem érvényes, mert Nagy = hamis, Hallgatag = igaz nem modellje a mondatnak (((hamis ^ igaz) V ¬igaz) = ((hamis ^ igaz) V hamis) = (hamis V hamis) = hamis).
16	0.434783	0	Az ilyen típusú értékfüggvényt additív értékfüggvénynek (additive value function) nevezzük. Az additív értékfüggvények egy teljesen illeszkedő módszert adnak az ágens értékfüggvényének a leírására, és számos valósvilág-beli helyzetben érvényesek. Még ha a KPF nem is teljesül teljes mértékben, ahogy ez az attribútumok szélső értékei esetén megtörténhet, egy additív értékfüggvény még mindig jó közelítését adhatja az ágens preferenciáinak. Ez különösen igaz, ha a KPF csupán azon attribútumtartományokban sérül, amelyek a gyakorlatban csak kis valószínűséggel fordulnak elő.
19	0.227273	0	Az előbbi részben az induktív tanulás egyszerű sémájával foglalkoztunk. Ahhoz, hogy a háttértudás szerepét megérthessük, beszélnünk kell a hipotézisek, a példaleírások és a besorolások közötti kapcsolatról. Jelölje a Leírások az összes példaleírás konjunkcióját és a Besorolások a példabesorolások konjunkcióját. A „megfigyelést megmagyarázó” Hipotézis-nek akkor a következő tulajdonsággal kell rendelkeznie (emlékezzünk, hogy a ⊨ jelentése a „logikailag maga után vonz”):
6	0.1	1	Egy másik figyelembe vehető értékelési szempont a mobilitás, azaz hogy hány elérhető lépése lesz a bábunak. Belátható, hogy ha egy bábu több lépésből választhat, akkor valószínűbb, hogy megtalálja a jó lépést. Figyelembe kell azonban venni, hogy egy futár például megteheti, hogy oda vissza járőrözik, ennek azonban értelme nem sok van.
22	0.111111	0	Mindezeket összerakva a  ábrán látható ágensprogramot kapjuk. Itt az ágens robotszolgaként működik, amit egy gazda irányíthat. A szolga minden lépésben megválaszolja a gazda kérdését, illetve végrehajtja a parancsát, és a szolga minden, a gazda által kijelentett állítást elhisz. Ezenkívül megállapítást tesz az aktuális szituációra (csak egyszer), ha nincs más tennivalója, és megtervezi saját akcióját, ha magára hagyják. Íme, egy tipikus párbeszéd:
24	0.041667	0	Az f függvényt a fizika és az optika határozza meg, és viszonylag jól ismerjük. S és egy valós vagy elképzelt W világ előállítása f-ből a számítógépes grafika (computer graphics) által kezelt probléma. A számítógépes látás bizonyos értelemben a számítógépes grafika fordítottja, ha adott f és S, akkor W-t próbáljuk kiszámítani:
27	0.4	1	Például számítható racionális azon ágens-program is, amelynek esetleg végtelen sok időre lenne szüksége ahhoz, hogy az optimális cselekvést megtalálja, miközben az aszimptotikusan korlátozott ágens-programok esetében nem beszélhetünk végtelen gyorsításról (vagy tárhely növelésről). Egy ágens-program csak akkor aszimptotikusan korlátozott optimális, ha véges (és lehetőleg nem túl nagy) mértékben növelve az őt futtató architektúra teljesítményét kapunk korlátozottan optimális ágens-programot. Másrészt pedig a korlátozott optimalitás sem esik (legtöbbször) egybe a tökéletes racionalitással. Egy valós bonyolultságú környezet esetén az ágens architektúrája (legtöbbször) nem engedi, hogy a környezet viszonylatában globálisan optimális cselekvést időben kiszámítsuk és megtegyük. Gondoljunk csak például egy ping-pongozó robotra. A robot hardveres felépítése nyilván korlátozza a hatékonyságát, és így nem tud abszolút ideálisan reagálni, mozogni, stb, legfeljebb csak a lehetőségeinek a viszonylatában. Persze ettől még nyerhetne egy gyengébb ellenféllel szemben.
10	0.060606	1	Maga az RDF ilyen állítások általános modellje. Az ilyen állításokat gyakran XML-ben fejezzük ki.[8] Nézzünk meg egy egyszerű RDF-t a fenti Napraforgós példán keresztül.  ábra -  ábra. RDF példa  ábra. RDF példa Fontos <rdf:Description rdf:about=”#Napraforgom”>
13	0.090909	0	Egy adott kijelentéshez rendelt 0 valószínűség annak az egyértelmű meggyőződésnek felel meg, hogy a mondat állítása hamis, míg az 1 valószínűség egyenértékű azzal a határozott meggyőződéssel, hogy a mondat állítása igaz. A 0 és 1 közötti valószínűségek a mondat igazságtartalmában való hit közbenső mértékeinek felelnek meg. Az állítás valójában persze vagy igaz, vagy hamis. Fontos tehát megjegyeznünk, hogy a meggyőződés mértéke és az igazságtartalom mértéke különböző fogalmak. A 0,8 valószínűség nem jelent „80%-ban igaz”-at, hanem egy 80%-os mértékű meggyőződést – vagyis egy igen erős elvárást (reményt) az állítás igazságával szemben. Következésképpen a valószínűség-számítás a logikával azonos lételméleti állásfoglalást hordoz – nevezetesen, hogy a világban a tények vagy érvényesek, vagy nem. Az igazság mértéke, mint a meggyőződés mértékének az ellentéte, a fuzzy logika (fuzzy logic) tárgya, amelyet a  alfejezetben tárgyalunk.
4	0.583333	1	 ábra - [sztochasztikus_hegymaszo_1.gif]  ábra - [sztochasztikus_hegymaszo_2.gif]  ábra - [sztochasztikus_hegymaszo_3.gif]  ábra - [sztochasztikus_hegymaszo_4.gif]  ábra - [sztochasztikus_hegymaszo_5.gif]  ábra - [sztochasztikus_hegymaszo_6.gif]  ábra - [sztochasztikus_hegymaszo_7.gif]  ábra - [sztochasztikus_hegymaszo_8.gif]  ábra - [sztochasztikus_hegymaszo_9.gif]  ábra - [sztochasztikus_hegymaszo_10.gif]  ábra - [sztochasztikus_hegymaszo_11.gif]
6	0.1	1	Az algoritmus nagyon hasonló a prímszámok esetében megismert Euklidészi szitához. Az alapötletünk, hogy alulról építjük fel a táblázatot. Minden 0<=h<=g-re alulról indulva megkeressük a h-értékeket a következő módon. Tegyük fel, hogy az első r-1 sort már kitöltöttük, és most következik az r-edik. Ha a sor már tartalmazza a h értéket, akkor megyünk a következő sorra. Ellenkező esetben helyezzük a h-t a főátló jobb oldalára (vagy az átlóra), mégpedig a lehető legközelebb az átlóhoz. Az, hogy egy cellába nem rakhatjuk a h-t, a következők miatt lehet: * Van már h ebben az átlóban. * Van már h ebben az oszlopban. * Van már itt egy h-nál kisebb k érték.
2	0.105263	1	A mesterséges rendszerek intelligens működésének egyik alapfeltétele, hogy érzékelő rendszereik közvetítésével információt szerezzenek a környezetükről. Az informatika (ezen belül a mesterséges intelligencia kutatás) egyik legdinamikusabban fejlődő területe ezért a technikai érzékelők fejlesztése és egyre általánosabb alkalmazása. (Az okostelefonok „okossága” például nagyrészt a beépített – kamera, mikrofon, GPS, gyorsulás, tapintás,..- szenzorok képességein és hatékony felhasználásán múlik). Az előadás bemutatja a legfontosabb technikai érzékelési elveket, a tipikus megvalósítási formákat és jellemzőket. Külön figyelmet fordít az érzékelő rendszerek egymásra épülő intelligencia szintjeinek jellemzésére, melyek a következők: alap érzékelők, erősítő és jelformáló áramkört is tartalmazó un. mérő-átalakítók, a kompenzáló elemeket (pl.:érzékenység állító, határérték túllépés elleni védelmet) is biztosító érzékelők, a kommunikációs képességekkel (A/D átalakítóval, címazonosítóval) rendelkező érzékelők, az öndiagnosztizáló érzékelők (melyek a helyes működést vagy a meghibásodást is jelezni képesek), valamint az önálló elemző és döntési képességekkel rendelkező érzékelők.
27	0.4	1	* A „mozgó célpont” probléma a mesterséges intelligencia kutatásában * Az információ technológia exponenciális fejlődésének tünetei, várható hatásai (szingularitás) * Az elosztott (mesterséges intelligencia) rendszerekben megoldandó problémák * Az elosztott rendszerek optimalizálása „siker és büntetés” elosztással. „Credit assignment” * A „Holland-féle” osztályozó rendszer felépítése, működése, tipikus algoritmusai („tűzoltó brigád”, genetikus algoritmusok), és jellemzői * A tábla „black board” paradigma komponensei és jellemzői * A nyelvtechnológia területei (beszéd előállítás, beszéd felismerés, gépi fordítás) * A gépi látás területei, megoldandó feladatai és jellemzői * Beágyazott (intelligens) rendszerek, „ambiens” rendszerek * Intelligens robotok (robot generációk, fejlődési tendenciák) * Az inkrementális robotépítés célja, elvárásai, Brooks-féle modellje
7	0.92	0	John McCarthy cikke a „Programs with Common Sense” (McCarthy, 1958, 1968) tette híressé az ágens fogalmát, egy olyan programét, amely az érzetek és cselekvések összekapcsolására logikai következtetést használ. A cikk kitűzte a deklarativizmus zászlóját, megmutatva, hogy szoftverek írásának igen elegáns módszere az, ha a szükséges ismereteket közöljük az ágenssel. Allen Newell cikke (1982) a „The Knowledge Level” tárgyalja azt a megközelítést, hogy racionális ágensek leírhatók és elemezhetők egy absztrakt szinten, ami az általuk birtokolt tudást és nem azt a programot definiálja, amit futtatnak. A mesterséges intelligencia deklaratív és procedurális megközelítéseit hasonlítja össze Boden (Boden, 1977). A vitát, mások mellett Brooks (Brooks, 1991) és Nilsson (Nilsson, 1991) írásai élesztették fel újra.
8	0	0	A  fejezetben megmutattuk, hogy egy tudásbázisú ágens hogyan képes reprezentálni az őt körülvevő világot, és hogyan vezeti le a végrehajtandó cselekvéseket. Reprezentációs nyelvként az ítéletkalkulust alkalmaztuk, mert ez elégséges volt a logika és a tudásbázisú ágensek alapvető tulajdonságainak leírásához. Sajnos az ítéletkalkulus nyelvezete túlságosan korlátos ahhoz, hogy összetett környezetekről szerzett tudást megfelelő módon reprezentáljon. Ebben a fejezetben az elsőrendű logikát^[74] (first-order logic) vizsgáljuk, amelynek kifejezőereje elégséges ahhoz, hogy a józan ésszel felfogható tudásunk nagy részét reprezentálja. Ezenkívül az elsőrendű logika sok más reprezentációs nyelvet magában foglal, vagy alapját képezi, és hosszú évtizedek óta vizsgálatok tárgya. A  alfejezetben a reprezentációs nyelvek általános bemutatásával kezdünk; a  alfejezetben az elsőrendű logika szintaxisát és szemantikáját tárgyaljuk; a  és  alfejezet leírja az elsőrendű logika használatát egyszerű reprezentációk esetén.
5	0.909091	0	Olvasnivaló.  Tegyük fel, hogy ismerjük egy gráfról, hogy van egy legfeljebb k csomópontot tartalmazó ciklikusság-vágóhalmaza. Írjon le n változós CSP-k esetén egy egyszerű algoritmust a minimális ciklikusság-vágóhalmaz megkeresésére, ahol a futási idő maximuma O(n^k). Végezzen irodalomkutatást olyan vágóhalmaz-keresési eljárások után, amelyek a vágóhalmaz méretében közelítőleg polinomiális időben találnak közelítőleg minimális ciklikusság-vágóhalmazt. Praktikussá teszi az ilyen módszerek létezése a ciklikusság-vágóhalmaz módszereket?
10	0.939394	0	Az ezen a területen folyó munkák legfrissebb forrását a Principles of Knowledge Representation and Reasoning nemzetközi konferenciák kiadványai jelentik. A Readings in Knowledge Representation (Brachman és Levesque, 1985) és a Formal Theories of the Commonsense World (Hobbs és Moore, 1985) a tudásreprezentáció kiváló antológiái. Az előbbi a reprezentációs nyelvek és formalizmusok történelmileg fontos publikációira összpontosít, az utóbbi pedig magának a tudásnak az akkumulálására helyezi a hangsúlyt. Davis, Stefik és Sowa könyvei jó bevezető munkák a tudásreprezentációkhoz (Davis, 1990; Stefik, 1995; Sowa, 1999).
4	0.5	1	* Down szindróma: talán a legismertebb, leggyakoribb kromoszomális betegség. A 21. kromoszómából három van (autoszomális triszómia) , mivel a petesejt (vagy a spermatocita) érésekor a meiózisban nem történt meg a kromoszómák szétválása, így nem két tisztán haploid ivarsejt egyesülésével jött létre a zigóta. 40 év feletti terhes nőnél fokozott a veszély, hogy gyermeke Down-kórban (vagy egyéb genetikai problémában) fog szenvedni. Jellemző tünet a szellemi visszamaradottság, a mandulavágású szem, a majomtenyér, normálnál nagyobb nyelv stb. * Turner szindróma: nőknél a szekromoszómából csak egy van. (45,X0) Jellemző tünet: testi, lelki visszamaradottság, sterilitás, amenorrhea.
9	0.482759	0	úgy olvasható, hogy: „Mindenki élő, ha nem bizonyítható, hogy halott.” * A Prolognak van egy egyenlőségi operátora (=), de ez nem rendelkezik a logikai egyenlőség teljes hatékonyságával. Egy egyenlőséget tartalmazó célállítás akkor sikeres, ha a két term egyesíthető, máskülönben sikertelen. Tehát az X + Y = 2 + 3 akkor sikeres, ha az X lekötött értéke a 2, és az Y lekötött értéke a 3, de a hajnalcsillag=esthajnalcsillag sikertelen. (A klasszikus logikában az utóbbi egyenlet lehet igaz, vagy lehet nem igaz.) Az egyenlőségről sem tényt, sem szabályt nem tudunk hozzáadni a TB-hez. * A Prolog egyesítési algoritmusa nem tartalmazza az előfordulási próbát. Ennek az a következménye, hogy lehetséges nem helyes következtetést végezni. Ez azonban ritkán okoz problémát, leginkább olyankor, amikor a Prologot matematikai tételek bizonyítására használjuk.
17	0.666667	0	Az ismétlődő játékokat részlegesen megfigyelhető környezetekben részleges információjú (partial information) játékoknak nevezik. A példák között találhatunk olyan kártyajátékokat, mint a póker és a bridzs, amelyekben mindegyik játékos a kártyáknak csak egy részét láthatja, de olyan komolyabb „játékokat” is, mint a nukleáris háborús modellek, ahol egyik fél sem ismeri az ellenfél összes fegyverének a helyzetét. Részleges információjú játékokat a hiedelmi állapotok fájának a vizsgálatával oldanak meg úgy, mint az RMMDF-ekben (lásd  alfejezet). Fontos különbség az, hogy míg a saját hiedelmi állapotok megfigyelhetők, addig az ellenfél hiedelmi állapotai nem. Ilyen játékokra csak mostanában fejlesztettek ki a gyakorlatban használható algoritmusokat. Megoldások születtek a póker bizonyos egyszerűbb változataira, bebizonyítva, hogy a blöffölés valóban racionális választás egy jól kiegyensúlyozott kevert stratégia részeként. Az ilyen tanulmányokból alakult ki az a lényeges meglátás, hogy a kevert stratégiák nemcsak azért hasznosak, mert valakinek a cselekvését megjósolhatatlanná teszik, hanem azért is, mert minimalizálják annak az információnak a mennyiségét, amit az ellenfél a cselekvések megfigyelésével tanulni képes. Érdekes, hogy annak ellenére, hogy a bridzs játszásához való programok tervezői nagyon is tisztában vannak az információ gyűjtésének és elrejtésének a fontosságával, senki sem javasolta véletlenszerű stratégiák használatát.
12	0.238095	0	A  ábrán egy példa látható. Az ábra tetején egy ház megszerzésére vezető T terv található. Az a’ = HázatÉpít magas szintű cselekvést választottuk a dekompozícióra. A  ábráról a d dekompozíciót választottuk, és a HázatÉpít cselekvést ezzel helyettesítettük. A dekompozíciós lépés által létrehozott Pénz nyitott feltétel teljesítésére a KölcsöntVeszFel járulékos lépést vezettük be. Egy cselekvés helyettesítése annak dekompozíciójával egy kicsit hasonlít a szervátültetéses műtétekhez. Az új résztervet ki kell bontanunk a csomagolásából (az Indít és Befejez lépések közül), be kell illesztenünk és mindent megfelelően le kell zárnunk. Ezt többféleképpen is megtehetjük. Hogy pontosabbak legyünk, minden lehetséges d’ dekompozícióhoz az alábbiakat kell megtennünk: 1. Először is az a’ cselekvést el kell távolítani a T tervből. Ezután a d’ minden s lépésére ki kell választanunk egy cselekvést, amely kitölti az s szerepét, és hozzá kell adnunk a tervhez. Ez lehet az s egy új példányosítása vagy egy meglévő s’ lépés a T-ből, ami s-sel azonos. A Borkészítés cselekvésdekompozíciója például megkövetelheti a TelketVesz cselekvést, de várhatóan használhatjuk ugyanazt a TelketVesz cselekvést, mely már szerepel a tervben. Ezt részfeladat-megosztásnak (subtask sharing) nevezzük.
3	0.083333	1	A HunMeSH-nek tartalmaznia kell a deszkriptorokat, az utalásokat és szinonimákat. A HunMeSH az UMLS szerkezetét kell, hogy kövesse. A végső cél az, hogy kötött kereső szótárak, tezauruszok támogatásával a természetes nyelven alapuló keresés segítségével könnyítsük meg a felhasználó dolgát.
17	0.066667	0	A  ábrán mutatott világ optimális eljárását a  (a) ábra mutatja. Látható, hogy mivel egy lépés költsége meglehetősen kicsi ahhoz a büntetéshez viszonyítva, hogy véletlenül a (4, 2) pozícióra kerülünk, az optimális eljárásmód a (3, 1) állapot esetén óvatos. Inkább egy hosszú kerülő út megtételét javasolja, mint a rövid átvágást a (4, 2) kockáztatásával.
3	0.208333	1	A 8-királynő probléma inkább az érdekes logikai feladványok, a szórakoztató matematika témakörébe tartozik. Mindemellett a probléma alkalmas a backtrack algoritmus bemutatására, illetve ezen keresztül a strukturált programozás erejének szemléltetésére. Egzakt módon igazából nem alkalmazzák technológiai eljárások részeként, viszont bizonyos rekurzív (akár backtrack), illetve egyéb keresési algoritmusok összehasonlítására kiválóan alkalmazható. A programozással ismerkedők számára alkalmas gondolkodtató gyakorlópélda, amelyen keresztül gyakorolható a különböző, programozásban használt adatszerkezetek használata, implementálása (például a kétdimenziós tömböké), a rekurzív gondolkodás, probléma-megközelítés. Akár kombinatorikai feladványok alapjául is szolgálhat.
23	0.5	0	Hogy egy átlagos IR-feladat indexelési problémájának nagyságrendjét érzékeltessük, vegyünk egy szabványos TREC (Text REtrieval Conference – Szöveg-visszakeresési Konferencia) dokumentumgyűjteményt, amely 750 ezer dokumentumot tartalmaz, öszszesen 2 GB (gigabájt) szöveggel. A szókincs körülbelül 500 ezer szót tartalmaz, szótövesítés és kisbetű-nagybetű konverzió után; ennyi szó tárolása 7 és 10 MB közötti tárterületet igényel. Az invertált index a (dokumentum, gyakoriság) párokkal 324 MB területet igényel, bár tömörítési technikák alkalmazásával csak 83 MB-ot. A tömörítés tárhelyet takarít meg, a feldolgozási követelmények kismértékű növelése árán. Azonban ha a tömörítés lehetővé teszi, hogy az egész indexet a memóriában – és nem háttértáron tároljuk –, akkor jelentős eredő teljesítménynövekedést kapunk. A kifejezéslekérdezés támogatása a tárigényt 1200 MB-ra növeli tömörítetlen, illetve 600 MB-ra tömörített esetben. A webes keresőgépek háromezerszer ekkora feladattal dolgoznak. A legtöbb probléma az esetükben is hasonló, azonban nem praktikus terabájtnyi mennyiségű adatot kezelni egyetlen számítógépen, ezért az indexet k szegmensre vágják, és minden szegmenst külön számítógép tárol. A lekérdezést mindegyik számítógép megkapja, majd a k eredményhalmazt egy eredményhalmazba vonják össze, amelyet megjelenítenek a felhasználó számára. A webes keresőgépeknek ráadásul másodpercenként több ezer lekérdezést kell kiszolgálniuk, így a k számítógép n másolatára van szükség. Az idő folyamán k és n folyamatosan növekszik.
20	0.964286	0	Tegyük fel, hogy Anna számára a meggycukorkák hasznossága c[A], a citromcukorkáké ℓ[A], míg Béla számára a hasznosságok rendre c[B] és ℓ[B]. (De ha Anna kibontott egy cukorkát, akkor azt Béla már nem fogja megvásárolni tőle.) Ha Béla sokkal jobban szereti a citromízű cukorkát, mint Anna, akkor Anna feltehetőleg bölcsen teszi, ha eladja a cukros zacskóját, amikor már kellően biztos a citromízűek arányában. Másrészről viszont, ha Anna túl sok cukrot kibontott már az arány eldöntése során, akkor a zacskó értéktelenné válik. Vizsgálja meg a cukroszacskó-eladás optimális pillanatának meghatározását. Határozza meg az optimális eljárás várható hasznosságát, a  alfejezet a priori eloszlásainak feltételezésével.
18	0.684211	0	példát megvizsgálhasson. Ennek értelmében, ha egy algoritmus ilyen mennyiségű példával konzisztens hipotézist ad vissza, akkor legalább 1 – δ valószínűséggel a hibája legfeljebb ε. Más szavakkal közelítőleg helyesnek nevezzük. A szükséges példaszámot, ami ε és δ függvényeként adható meg, a hipotézistér minta komplexitásának (sample complexity) nevezzük.
24	0.916667	0	A számítógépes látás területének legjobb összefoglaló jegyzete David Forsyth és Jean Ponce munkája, a Computer Vision: A Modern Approach. Sokkal rövidebben tárgyalja a területet (Nalwa, 1993; Trucco és Verri, 1998). A Robot Vision (Horn, 1986) és a Three-Dimensional Computer Vision (Faugeras, 1993) régebbi, de még mindig hasznos jegyzetek, saját, speciális témájukban. David Marr könyve, a Vision (Marr, 1982) fontos szerepet töltött be a számítógépes látás (pszichofizika) és a tradicionális biológiai látás (neurobiológia) összekapcsolásában. A számítógépes látás témájában a két fő folyóirat az IEEE Transactions on Pattern Analysis and Machine Intelligence és az International Journal of Computer Vision. A számítógépes látással foglalkozó konferenciák többek közt az ICCV (International Conference on Computer Vision), a CVPR (Computer Vision and Pattern Recognition) és az ECCV (European Conference on Computer Vision).
11	0.730769	0	A mondat ítéletlogikai szimbólumokat fog tartalmazni, melyek a lehetséges cselekvés-előfordulások megfelelői. A modell, ami kielégíti a mondatot, igaz értéket rendel azokhoz a cselekvésekhez, amelyek részei a helyes tervnek, és hamis értéket a többihez. Egy olyan célkitűzés, mely egy nem helyes terv megfelelője, nem lesz modell, mivel nem lesz konzisztens azzal a feltételezéssel, hogy a cél igaz. Ha a tervkészítési probléma megoldhatatlan, akkor a mondat sem kielégíthető.
5	0.181818	1	Megfigyelhetjük, hogy nagyjából ugyanaz történik most, az NT=BLUE értékadást követően, mint előtte az NT=GREEN értékadás után. Az következtetés végeredménye tehát már most is előre sejthető. De mi azért haladjunk csak tovább, lépésről lépésre, és lássuk, hogy pontosan mi is történik.
10	0.060606	1	Fentiekben megismerkedtünk a szemantikus web leíró nyelvével, sémájával, ontológiájával. Hogyan lesz ezekből szemantikus web? Hogyan fogja tudni kikövetkeztetni az alkalmazás, miről is szól az adat, amit leír az RDF illetve az OWL, és hogyan hozható ez kapcsolatba a többi adattal a neten?
20	0.5	0	Eddigiekben a statisztikai tanulás tárgyalásában arra koncentráltunk, hogy valószínűségi modellek egy behatárolt családjának paramétereit egy struktúrájában nem kötött adathalmazra illesszük. Például a kevert Gaussokat használó, nem ellenőrzött tanulás feltételezi, hogy az adatok megmagyarázhatók rögzített számú Gauss-eloszlás összegeként. Az ilyen módszereket paraméteres tanulásnak (parametric learning) nevezzük. A paraméteres tanuló eljárások gyakran nagyon egyszerűek és hatékonyak, de egy meghatározott behatárolt modellcsalád feltételezése sokszor túlzott egyszerűsítése annak, ami az adatokat szolgáltató valós világban történik. Nos, az természetesen igaz, hogy ha nagyon kevés adatunk van, akkor nem reménykedhetünk egy bonyolult és részletes modell megtanulásában, de butaságnak tűnik a hipotézis komplexitását akkor is rögzítve tartani, amikor az adathalmaz nagyon nagyra nő.
25	0.222222	0	A Kalman-szűrő a másik széles körben használt lokalizáló algoritmus. A Kalman-szűrő a P(X[t]|z[1:t], a[1:t–1]) posteriort egy Gauss-eloszlással reprezentálja. Az eloszlás középértékét μ[t]-vel, kovarianciáját pedig Σ[t]-vel jelöljük. A fő probléma a Gauss-hiedelmekkel az, hogy csak lineáris mozgási modell, f és lineáris mérési modell, h mellett zártak. Nemlineáris f vagy h esetén a szűrő frissítésének eredménye általában már nem lesz Gauss-eloszlású. Így Kalman-szűrőt használó lokalizációs algoritmusok linearizálják a mozgási és az érzékelő modelleket. A linearizálás egy nemlineáris függvény adott lokális lineáris közelítése. A  ábra a linearizálás elvét mutatja be egy (egydimenziós) robotmozgási modellen. A bal oldalon fut a mozgás nemlineáris f(x[t], a[t]) modellje (az a[t] vezérlés nem szerepel az ábrán, mert nem játszik szerepet a linearizálásban). A jobb oldalon ezt egy f(x[t], a[t]) lineáris függvénnyel közelítjük. A lineáris függvény a μ[t] pontban érinti az f-et, ami a t időre vonatkozó becslésünk középértéke. Ezt a linearizálást (első fokú) Taylor-sorfejtésnek (Taylor expansion) hívják. Az olyan Kalman-szűrőt, amely f-et és h-t Taylor-sorfejtéssel linearizálja, kiterjesztett Kalman-szűrőnek (KKSZ; extended Kalman Filter – EKF) hívjuk. A  ábra egy KKSZ helymeghatározó algoritmust használó robot becsléssorozatát mutatja. Ahogy a robot halad, a helyzetére vonatkozó becslés bizonytalansága egyre nő, ahogy azt a hibaellipszis is mutatja. A hiba csökken, ahogy a robot egy ismert elhelyezkedésű referenciapont távolsága és szöge alapján javítani tudja saját helyzetére vonatkozó becslését. A hiba végül újra nőni kezd, ahogy a referenciapont kikerül a robot látóköréből. A KKSZ algoritmus jól működik, ha könnyen azonosítható referenciapontok vannak. Ellenkező esetben az a posteriori eloszlás multimodális is lehet, mint a  (b) ábrán. A referenciapontok azonosításának szükségességét jelentő probléma csak egy példa a  fejezet végén tárgyalt adatasszociációs (data association) problémának.
10	0.060606	0	Bár az alosztály- és az egyedrelációk a kategóriák szempontjából a legfontosabbak, olyan kategóriák közötti relációkat is ki szeretnénk fejezni, amelyek egymásnak nem alosztályai. Ha például azt mondjuk, hogy a Hím és a Nőstény az Állat alosztályai, ezzel nem mondtuk azt, hogy egy hím nem lehet nőstény. Azt mondjuk, hogy két vagy több kategória diszjunkt (disjoint), ha közös egyedei nincsenek. Ha tudjuk azt is, hogy a hímek és a nőstények kölcsönösen kizárják egymást, attól még nem tudjuk, hogy egy állatnak, amely nem hím, nősténynek kell lennie, hacsak nem mondjuk ki, hogy a hímek és a nőstények az állatok kimerítő felosztását (exhaustive decomposition) képezik. A diszjunkt kimerítő felosztás a partíció (partition). Ezt a három fogalmat az alábbi példák illusztrálják:
24	0.041667	0	Az alternatív lehetőség a modellalapú (model-based) megközelítés, ahol a szenzoros bemenet alapján a világ egy modellje épül fel. E megközelítés szerint egy f függvényből indulunk ki, amely a világ W állapotát az általa keltett S ingerületre képezi le:
25	0.148148	0	A mobil robotok számára mozgató mechanizmusok széles tárháza áll rendelkezésre: kerekek, lánctalpak, lábak stb. A differenciál hajtású (differential drive) robotoknak kétoldalt külön mozgatható kerekeik (vagy lánctalpaik) vannak, ugyanúgy, mint a tankoknak. Ha mindegyik kerék azonos sebességgel mozog, akkor a jármű egyenesen halad előre. Ha ellenkező irányba mozognak, akkor a robot képes egy helyben megfordulni. A másik alternatívát a szinkrón hajtás (synchro drive) jelenti, amelynél minden kerék el tud fordulni a tengelye mentén. Ez könnyen vezethetne káoszhoz, ha nem lenne az a kényszer, hogy minden kerék mindig azonos irányba álljon, és azonos sebességgel forogjon. Mind a differenciál, mind a szinkrón hajtás nemholonomikus. Egyes drága robotok holonomikus hajtást használnak, általában három vagy több önállóan irányítható kerékkel.
6	0.1	1	1973-ban Gibbard és Sattherthwaite jóvoltából megszületett a Mechanizmus-tervezés egyik legfontosabb, ún. lehetetlenségi tétele (amely a diktatúrák természetébe/vezérlő-dinamikájába engedett bepillantást), majd 1976-ban Robert Aumann publikált egy nagyszerű, Nobel-díjra érdemes elméletet a játékosok világmodelljéről és az azon belüli következtetésről (lásd. később).
25	0.666667	0	Eddig olyan irányítási módszerekkel foglalkoztunk, amelyek megkívánták a környezet bizonyos fokú ismeretét ahhoz, hogy akár referenciapályát, akár potenciálteret alkothassunk. Ezzel a megközelítéssel kapcsolatban azonban felmerülnek bizonyos problémák. Először is, sokszor nagyon nehéz pontos modellt alkotni a környezetről, különösen ha az komplex vagy nagyon távol van, mint mondjuk a Mars felszíne. Másodszor, még ha sikerül is pontos modellt készítenünk, a számítási nehézségek és a lokalizációs technikák hibája folytán alkalmazhatatlanná válnak ezek a módszerek. Bizonyos esetekben megfelelőbb a reflexszerű ágensek használata, ezt hívják reaktív irányításnak (reactive control).
